Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22062026,1822890169,0003159
Trade Date <22-JUN-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1122,GLOBAL,EQ,155903,91773,58.87
20,1123,GLOBALVECT,EQ,4258,2300,54.02
20,1124,GLOBE,EQ,221375,193930,87.60
20,1125,GLOBUSSPR,EQ,82617,44776,54.20
20,1126,GLOSTERLTD,EQ,8332,6069,72.84
20,1127,GMBREW,EQ,32601,16816,51.58
20,1128,GMDCLTD,EQ,929294,323276,34.79
20,1129,GML,SM,26000,26000,100.00
20,1130,GMMPFAUDLR,EQ,70687,41427,58.61
20,1131,GMRAIRPORT,EQ,5834609,2320308,39.77
20,1132,GMRP&UI,EQ,747748,424142,56.72
20,1133,GNA,EQ,452028,136439,30.18
20,1134,GNFC,EQ,2466784,720014,29.19
20,1135,GNRL,EQ,65804,39769,60.44
20,1136,GOACARBON,EQ,9373,5841,62.32
20,1137,GOCLCORP,EQ,326264,129861,39.80
20,1138,GOCOLORS,EQ,1416997,170099,12.00
20,1139,GODAVARIB,EQ,296943,108613,36.58
20,1140,GODFRYPHLP,EQ,149806,63333,42.28
20,1141,GODIGIT,EQ,1077128,410064,38.07
20,1142,GODREJAGRO,EQ,56745,32250,56.83
20,1143,GODREJCP,EQ,1011588,607970,60.10
20,1144,GODREJIND,EQ,134801,44800,33.23
20,1145,GODREJPROP,EQ,254946,110529,43.35
20,1146,GOKEX,EQ,931594,371038,39.83
20,1147,GOKUL,EQ,339398,98400,28.99
20,1148,GOKULAGRO,EQ,387251,172151,44.45
20,1149,GOLD1,EQ,4223923,2988789,70.76
20,1150,GOLD360,EQ,45162,22665,50.19
20,1151,GOLDADD,EQ,158053,51824,32.79
20,1152,GOLDBEES,EQ,22063093,11508828,52.16
20,1153,GOLDBETA,EQ,469645,267119,56.88
20,1154,GOLDBND,EQ,20504,18533,90.39
20,1155,GOLDCASE,EQ,10470076,4175184,39.88
20,1156,GOLDETF,EQ,2100336,1642409,78.20
20,1157,GOLDIAM,EQ,588547,235545,40.02
20,1158,GOLDIETF,EQ,3695079,1839362,49.78
20,1159,GOLDSTAR,SM,22500,22500,100.00
20,1160,GOLDTECH,EQ,62803,47135,75.05
20,1161,GOODLUCK,EQ,884472,355822,40.23
20,1162,GOODYEAR,EQ,9812,4374,44.58
20,1163,GOPAL,EQ,97887,33600,34.33
20,1164,GOYALALUM,EQ,38910,27096,69.64
20,1165,GOYALSALT,SM,600,600,100.00
20,1166,GPECO,ST,17800,17000,95.51
20,1167,GPIL,EQ,1820772,942886,51.78
20,1168,GPPL,EQ,2522603,1321588,52.39
20,1169,GPTHEALTH,EQ,225790,122165,54.11
20,1170,GPTINFRA,EQ,5909347,831465,14.07
20,1171,GRADIENTE,EQ,79539,79539,100.00
20,1172,GRANDOAK,EQ,11440,11439,99.99
20,1173,GRANULES,EQ,374718,160508,42.83
20,1174,GRAPHISAD,SM,12000,9600,80.00
20,1175,GRAPHITE,EQ,604270,274815,45.48
20,1176,GRASIM,EQ,368611,210688,57.16
20,1177,GRAUWEIL,EQ,165573,107041,64.65
20,1178,GRAVISSHO,EQ,2467,1309,53.06
20,1179,GRAVITA,EQ,298909,135907,45.47
20,1180,GRCL,ST,2000,2000,100.00
20,1181,GREAVESCOT,EQ,11344166,2745661,24.20
20,1182,GREENCHEF,SM,16800,13600,80.95
20,1183,GREENLAM,EQ,49897,23687,47.47
20,1184,GREENLEAF,SM,10000,10000,100.00
20,1185,GREENPANEL,EQ,125629,71531,56.94
20,1186,GREENPLY,EQ,81311,37502,46.12
20,1187,GREENPOWER,EQ,3340577,1284960,38.47
20,1188,GRINDWELL,EQ,65792,48486,73.70
20,1189,GRINFRA,EQ,126790,57298,45.19
20,1190,GRMOVER,EQ,874028,364585,41.71
20,1191,GROBTEA,EQ,48,26,54.17
20,1192,GROWW,EQ,21866109,9290212,42.49
20,1193,GROWWCAPM,EQ,405216,241717,59.65
20,1194,GROWWCHEM,EQ,76899,50065,65.10
20,1195,GROWWDEFNC,EQ,357729,191695,53.59
20,1196,GROWWEV,EQ,209233,107446,51.35
20,1197,GROWWGOLD,EQ,1674047,741694,44.31
20,1198,GROWWHOSPI,EQ,252392,181340,71.85
20,1199,GROWWLIQID,EQ,78417,49176,62.71
20,1200,GROWWLOVOL,EQ,48536,20421,42.07
20,1201,GROWWMC150,EQ,6423,5904,91.92
20,1202,GROWWMETAL,EQ,347566,175285,50.43
20,1203,GROWWMOM50,EQ,804598,778421,96.75
20,1204,GROWWN200,EQ,147868,33932,22.95
20,1205,GROWWNET,EQ,230008,112134,48.75
20,1206,GROWWNIFTY,EQ,572788,339765,59.32
20,1207,GROWWNXT50,EQ,9516,5048,53.05
20,1208,GROWWPOWER,EQ,3070323,1895259,61.73
20,1209,GROWWPSE,EQ,3550,1832,51.61
20,1210,GROWWPSUBK,EQ,4830,2468,51.10
20,1211,GROWWRAIL,EQ,661416,455999,68.94
20,1212,GROWWRLTY,EQ,133233,98040,73.59
20,1213,GROWWSC250,EQ,145783,139824,95.91
20,1214,GROWWSLVR,EQ,1828666,699656,38.26
20,1215,GRPLTD,EQ,1678,1086,64.72
20,1216,GRSE,EQ,2757228,648491,23.52
20,1217,GRWRHITECH,EQ,86018,45550,52.95
20,1218,GSEC10ABSL,EQ,154,154,100.00
20,1219,GSEC10IETF,EQ,277400,277388,100.00
20,1220,GSEC10YEAR,EQ,3759,3584,95.34
20,1221,GSEC5IETF,EQ,10489,5766,54.97
20,1222,GSFC,EQ,1477620,593550,40.17
20,1223,GSLSU,EQ,394138,131541,33.37
20,1224,GSMFOILS,SM,43000,34000,79.07
20,1225,GSPCROP,EQ,143949,21585,14.99
20,1226,GTL,EQ,304799,150269,49.30
20,1227,GTLINFRA,EQ,64544759,28563719,44.25
20,1228,GTPL,EQ,69566,47667,68.52
20,1229,GUFICBIO,EQ,59765,33238,55.61
20,1230,GUJALKALI,EQ,58309,17201,29.50
20,1231,GUJAPOLLO,EQ,6941,5334,76.85
20,1232,GUJGASLTD,EQ,1338488,813831,60.80
20,1233,GUJRAFFIA,EQ,6631,4162,62.77
20,1234,GUJTHEM,EQ,694569,355081,51.12
20,1235,GULFOILLUB,EQ,49598,27154,54.75
20,1236,GULPOLY,EQ,238987,85717,35.87
20,1237,GURUNANAK,ST,8000,6400,80.00
20,1238,GVPIL,EQ,661615,277516,41.95
20,1239,GVPTECH,EQ,387059,228232,58.97
20,1240,GVPTECHPP,E1,696657,603279,86.60
20,1241,GVT&D,EQ,693377,363893,52.48
20,1242,HAL,EQ,1337548,716344,53.56
20,1243,HALDER,EQ,25561,4325,16.92
20,1244,HALDYNGL,EQ,195393,109054,55.81
20,1245,HALEOSLABS,EQ,369,251,68.02
20,1246,HAPPSTMNDS,EQ,433207,188412,43.49
20,1247,HAPPYFORGE,EQ,672952,540676,80.34
20,1248,HARDWYN,EQ,4272004,487877,11.42
20,1249,HARIOMPIPE,EQ,1072251,327706,30.56
20,1250,HARRMALAYA,EQ,12475,5649,45.28
20,1251,HARSHA,EQ,100608,61340,60.97
20,1252,HATHWAY,EQ,7237304,2386587,32.98
20,1253,HATSUN,EQ,11635,7893,67.84
20,1254,HAVELLS,EQ,488074,215746,44.20
20,1255,HAVISHA,EQ,19047,18583,97.56
20,1256,HAWKINCOOK,EQ,1110,849,76.49
20,1257,HBESD,EQ,980,533,54.39
20,1258,HBLENGINE,EQ,1407743,496653,35.28
20,1259,HCC,EQ,66234418,23218241,35.05
20,1260,HCG,EQ,110964,67944,61.23
20,1261,HCL-INSYS,EQ,235243,175540,74.62
20,1262,HCLTECH,EQ,2312385,1315335,56.88
20,1263,HDBFS,EQ,1203759,836182,69.46
20,1264,HDFCAMC,EQ,922796,605517,65.62
20,1265,HDFCBANK,EQ,25194765,17480801,69.38
20,1266,HDFCBSE500,EQ,1211827,1084319,89.48
20,1267,HDFCGOLD,EQ,4321284,2575771,59.61
20,1268,HDFCGROWTH,EQ,12994,7558,58.17
20,1269,HDFCLIFE,EQ,2915552,1577301,54.10
20,1270,HDFCLIQUID,EQ,41267,12932,31.34
20,1271,HDFCLOWVOL,EQ,3118,1552,49.78
20,1272,HDFCMID150,EQ,636529,416295,65.40
20,1273,HDFCMOMENT,EQ,122541,81620,66.61
